ten_quan,url_goc,diem,noi_dung,user
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.4,"Cảm ơn quán Dì Năm đã tài trợ nhóm nhân viên Chợ Rẫy chống dịch Covid tại BV Bình Chánh. Mọi người đều khen ngon, topping nhiều, ăn bao no",Trần Tú
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.4,"- Menu: đa dạng và đáp ứng đủ nhu cầu từ ăn uống đến tráng miệng
- Nhân viên: nhanh nhẹn lịch sự
- Ko gian: sạch sẽ thoáng mát, tiện lợi ăn trưa ăn tối nhanh
- Món ăn: khá ngon, topping nhiều và đầy đặn, ko đậm đà lắm nhưng tươi và sạch
- Giá: rẻ so với mặt bằng trung tâm",Shamt Trần
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.2,"- Giá cả: như hóa đơn
- Khẩu vị: hủ tíu nước vị cũng được.
Hủ tíu bò tô to hơn hủ tíu sa đéc.
- Không gian: phù hợp ngồi đối diện (không nên mang laptop).",Thao Nhien Nguyen
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.2,"We were in the mood for some hu tieu kho, so we walked to this location. The hu tieu sadec is a bit tougher than the normal hu tieu; however, with the right amount of mixing sauce, it was a perfect blend.",Aaron Luong
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,10.0,"Quán hủ tiếu nhiều món và chè , nước ngon sạch sẽ mọi người có thể đến ăn thử . Lần đầu đến và chắc sẽ quay lại",Ron Ng
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.6,"Mình gọi phần hủ tíu vịt ăn thử xem sao, thấy cũng ổn, nước dùng vừa phải không đậm đà.không gian thoáng mát decor kiểu Hội An, lâu lâu ghé một lần cũng ok đó",Nguyên Cát
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,6.2,"Thật mừng vì cũng có người bình luận giống với trải nghiệm của mình, mấy bình luận khác mình không biết có PR quá đà không, hay do khẩu vị từng nơi khác nhau, các bạn cứ ăn thử và xem có giống với mình không nhé (có thể do mình xui chẳng hạn):
- Nước dùng nhạt nhạt, lợ lợ, ăn thấy không liên quan lắm với hủ tiếu.
- Hủ tiếu chưa chín kỹ? Mình ăn nhiều quán rồi mà đây là trường hợp đầu tiên...
- Sườn thì nguội và khô.
Mấy phần quan trọng để ra tô hủ tiếu mà vậy thì thưởng thức gì nữa? Đầu bếp quên nếm thử chăng??",Tuấn Trần Lê Anh
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,6.2,"Lâu rồi mới quay lại quán. Mình ăn 1 phần hủ tíu khô đầy đủ. tuy nhiên sợi hủ tíu còn cứng. nước lèo thì mặn. miếng sườn heo đi kèm thì nguội ngắc. 
nói chung là mình thấy hơi buồn vì chất lượng món ko được ngon như trước :(",Quynh
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.6,Mình ăn soup rau củ lâu ngày rồi. Nhưng mỗi lần ăn là phần mỗi ít và giá lại tăng. Hnay mình ăn 30k/ phần. Mà võn vẹn 7 miếng bông cải và 1 miếng carot. 😫 lúc trước ăn chỉ có 20-25k gì đấy mà nhiều hơn.,Nhinguyn7444
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.2,"- Món ăn: Hủ tiếu cũng bình thường. Mình ko thấy gì đặc sắc. 
- Không gian: ok
- Phục vụ: ko hiểu sao mình có cảm giác nv nhìn mình kỳ lạ khi mới bước vào quán",Quan Van
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,6.2,"Trưa mình đi ăn chỗ này thấy cũng ngon, mình chọn mì bò viên sợi mì mềm mềm, khoái nhất mí cục bò viên. Vừa ngọt vừa mềm thêm nước dùng ngọt ngọt, giá thì hơi đắt xí, 47k 1 tô nên ăn ít ít thui kẻo xót",P Ặ C
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.8,"Mfnh là dân Sa Đéc, hôm nay có dẫn bạn đến dùng thử đặc sản quê hương. Không gian đẹp, thoải mái, nhân viên tạm được. Bánh tằm ngon, vừa ăn. Hủ tiếu thì không giống như mình kỳ vọng lắm, nước sốt thiếu ngọt và thiếu đậm đà. Vì ở quận 1 mà giá cả như vậy thì theo mình là khá rẻ.",Ngân Nguyễn
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.0,"Đồ ăn ngon, giao nhanh, còn nóng, khi order đồ ăn y như hình không khác một chút nào, sẽ ghé quán lần sau",Jay Pham
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.4,"Biết quán đã lâu lắm rồi nhưng nay mới ghé ăn thử. Quán ngoài mặt đường nên rất dễ tìm.Nhân viên khá là nhiệt tình nhưng nói chuyện không cười 😊 khs . Đồ ăn có rất nhanh, cọng hủ tiếu rất dày và dai ăn rất đã luôn. Điểm trừ lớn ở đây chính là nước lèo bỏ quá nhiều bột ngọt, ăn mà cảm thấy rát họng luôn í. Nhưng nhìn chung thì cũng khá ngon, 1 phần khá nhiều mình ăn no ơi là no luôn. Cho nên cảm thấy bỏ ra 47k cho 1 phần như thế này là đáng. - Sẽ quay lại quán lần sau",Thùy Trang Nguyễn
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.0,"Hủ tiếu ngon, giá rẻ, cho 9đ",Mark Nguyen B
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,6.4,"Quán gần công ty, mọi người thỉnh thoảng ghé ăn, quán đông buổi trưa, mình gọi hủ tiếu nước Sadec, phải nói món hủ tiếu ở đây mình khá thích, nước ngọt thanh, sợi mì vừa mềm ngon. Có điều rau hơi ít, cỡ 4-5 cọng gì đó :(",Duyen Ha
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.4,Giờ anh phải gặm nhắm các em từ từ...Ahihi,Tom Nguyen
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.6,"Khung cảnh thơ mông , nhân viên vui vẻ nhiệt tình , chu đáo , đồ ăn ngon . em tới đây thường xuyên và luôn hài lòng sự phục vụ ở đây .",Xinh Heo
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.8,"Nghe bẩu ở đây ngon lắm
Mà ngon thiệt 
Nhân viên vui vẻ, nhiệt tình, lai thân thiện",Hong Vo
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.2,"Cọng bún nhà làm nhìn ngon, hấp dẫn mà sạch. Thịt heo, sườn, giò tươi, thơm. Sẽ quay lại nhiều lần nữa",Lucia Nguyen
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,4.4,"Phục vụ vô cùng tệ, mình vào quán thay vì sẽ hỏi “anh/chị ăn gì?”, quay cái menu trên bàn rồi nhướng mắt ra hiệu như ý ăn gì kêu đi.
Mình kêu 1 hủ tiếu chỉ lấy thịt và lưỡi, cắt nhỏ ra. ( răng mình mới niềng nên hơi khó ăn). Sau đó mình quyết định đổi lại là bánh canh, mình kêu nhân viên ra rồi nói đổi lại, dặn thêm lần nửa là cắt thịt nhỏ ra giúp mình. Mình nghe rõ ràng nói với nhà bếp là tô bánh canh thịt với lưỡi, và ko hề dặn gì điều mình nhờ. Sau đó bưng ra tô bánh canh với những miếng thịt, lưỡi to cùng với miếng sụn xương cổ họng thật to. Mình tự hỏi, khách dặn những chuyện đơn giản như vậy mà quán không làm đc hay sao??
Đồ ăn cũng tạm được, xuất sắc thì không.
Nhưng với thái độ nhân viên như vậy, thì chủ quán nên coi lại.",Huỳnh Thảo Vi
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,6.8,"Bữa qua ăn sáng nè, sáng thứ 2 thấy cũng vắng vẻ. Ko gian decor dễ thương nè dù quán cũng nhỏ thôi, mặt tiền hơi hạn chế nên đông khách hok biết để xe sao. Mình gọi 1 hủ tiếu sườn + 1 thập cẩm. 1 tô thấy cũng đầy đặn, topping ổn; nước lèo trong, thanh, nêm nếm thì hơi ngọt so với khẩu vị của mình. Sợi hủ tiếu ở đây có lẽ đặc trưng của Sa Đéc nên mình thấy nó mềm, to hơn các loại hủ tiếu mình hay ăn, kiểu giống bánh đa trắng của miền Bắc. Nước mát ở đây uống ngon nè, ko ngọt quá mà đúng là giải khát ấy. Giá nếu tính với mặt bằng quận 1 vs có quán kiếc đàng quàng mình thấy cg ko cao, nhất là so vs mấy quán “Trời ơi tin đc ko?” 1 tô hủ tiếu mà giá trên dưới 100k. Nhìn chung thì chỗ này ổn cơ mà k có gì đặc biệt lắm so vs các loại hủ tiếu khác nên cg có ý định ghé thường xuyên.",Mai Trang
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.4,"Quán gần công ty nên buổi trưa cũng ghé được 4 5 lần gì rồi.
Menu tầm giá 45-60k.
Hủ tiếu nước ngon ngọt, thịt xương hơi bở.
Bò tái là ổn.
Tim cật cũng tạm được.
Nói chung cũng ok để ăn trưa. Quán còn có bán cơm nữa nhé.",Andy Junn
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.6,"Tình cờ ghé qua khi đi công chuyện, quán có phần hơi đông vì hình như là giờ trưa nên dân văn phòng lui tới đây khá đông. Nhân viên nhanh nhẹn và rất nhiệt tình, quán đông nhưng đồ ăn ra nhanh và tươi ngon. Mình thích ăn cơm nhưng thực đơn cơm ở đây khá ít. Bù lại là phần cơm nhìn cực kì thú vị, đầy đủ cơm rau canh tráng miệng & ăn rất là no.",Lê Đình Phương Uyên
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.2,"Không gian: Rộng, đẹp, sạch sẽ
Nhân viên: nhanh nhẹn, vui vẻ, nhiệt tình
Thức ăn: Ngon, chất lượng từ món chính đến tráng miệng
Bạn nên ghé ăn ít nhất 2 lần để có thể ăn hết 2 món hủ tiếu và bánh tằm đặc biệt ở đây nhé 😊. Tráng miệng bánh lọt, ngon quá ngon kkk
Quán thường khá đông, các bạn canh giờ đi nha
Sẽ thuong xuyên ủng hộ quán 👍",Thảo
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.4,"Được bạn giới thiệu đến Sài gọn không ăn món hủ tiếu khô và bánh tằm nơi đây là thiếu sót, ằn rồi mới thấy quá ngon so với dự định chuấn.

Nhân viên dễ thương.

Không gian ấm cúng.",My Nguyen Thi My
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,3.4,"Bánh tầm bì quá dở. Đây không phải là bánh tầm bì, món này ăn vô cùng dở, không có mùi vị đặc trưng,le hoe vài cọng bì và 3 4 cong thịt, mà 43k.

Sẽ không bao giờ ăn món bánh này ở đây nữa. 

Chốt lại: MÓN NÀY QUÁ TỆ!",Huỳnh Khánh Hiếu
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.6,"Hủ tíu chay ăn no nê. Bánh chuối hấp ngon ak. Bánh tằm, hủ tíu xương ngon.",Uyen Ton
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.2,"Dò trên foody gần chỗ mình thì thấy quán này, vốn nghiền hủ tiếu nên quẹo lựa vô luôn.
Không gian quán sạch sẽ, bài trí đẹp và nhẹ nhàng, rất hợp.
Quán phục vụ nhiệt tình và nhanh chóng.
Điểm cộng là free khăn lạnh và gửi xe.

Còn về món, mình gọi 2 dĩa thập cẩm và hải sản khô. Nêm nếm rất vừa miệng, nước dùng thanh, không gắt hay đậm như các quán khác. Sợi hủ tiếu ở đây cũng rất ngon miệng, dai dai, to hơn bình thường 1 xíu. Với tầm giá này ở Q1 mà ăn ngon là quá hợp lý luôn.
Tổng thiệt hại là 138k kèm trà đá :3
Chắc chắn sẽ quay lại.",Đức Trường Hoàng
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.0,"Mình hay ăn trưa ở đây, không gian quán sạch sẽ, buổi trưa quán khá đông, phục vụ nhanh, giá chấp nhận được",Thiện Phạm
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.6,"Quán này mình và 2 người bạn ăn nhiều lần rồi mà vẫn mê. Nên gọi hủ tiếu khô vì khô mới cảm nhận được sợi hủ tiếu dai khác sợi hủ tiếu Nam Vang, và nước sốt cũng ngon và khác. Lần nào mình gọi luôn 1 dĩa đặc biệt ăn cho đã. Quán cũng có món tráng miệng chè chuối khá ngon. Quán gần nhà mình nên cộng thêm điểm. 
Quán khá đông nhưng sạch sẽ, thoáng mát.",Vân Trần Thị Tường
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.0,"Hủ tiếu ở đây ăn ngon, cứ lâu lâu lại mò qua quán, nhân viên phục vụ cũng nhanh, không phải đợi lâu lắm",Nguyễn Thị Diệu Linh
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,8.4,"Trưa ngán cơm phần nên cả team đi bộ qua Dì Năm vì cũng gần công ty, may đi bộ chứ xe k biết để đâu luôn 😂😂😂
Kinh nghiệm là nếu giờ nghỉ không quá khắt khe thì nên đi ăn lúc gần 1 giờ chứ 12g rất đông, nhiều khi ko có bàn. 
Mình gọi hủ tiếu xíu mại, chờ khoảng 5p là có đồ ăn rồi (lợi thế ăn lúc 1g hehe). Xíu mại tròn to nhìn cưng xỉu luôn. Hủ tiếu sợi dai trộn thấm gia vị ăn không cũng thấy ngon (ai ăn mặn thì hẳn thêm xì dầu nha).
Chén soup ăn kèm có người lái nha :)) rau củ đàng hoàng đóa.
Giá trung bình, không bình dân nhưng so với chất lượng và mặt bằng thì chấp nhận được.",Bổi
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,9.2,"Bạn mình giới thiệu và dẫn đi ăn thử. Mình kêu hủ tiếu khô, món ăn rất ngon, cọng hủ tiếu dai, có kèm chén nước súp hầm xương nhiều nên rất ngọt, thơm. Bạn mình ăn bánh tằm cứ khen nức nở mặc dù đã ăn ở đây nhiều lần. Giá cả cũng ổn. Quán khá đông nhưng có cả trên lầu nên không sợ thiếu bàn. Nhân viên phục vụ nhanh, dễ thương vì hình như toàn dân miền Tây.",LOAN NGUYỄN THỊ HỒNG
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.4,"+ Không gian: quán khá rộng, có nhiều lầu, chỉ những giờ cao điểm mới kẹt bàn, còn ngoài ra thì lúc nào cũng có khá nhiều bàn trống. 
+ Chất lượng: hủ tiếu ở đây khá là mắc, nhưng chất lượng khá ổn, tuy vị nêm có chút nhạt. Còn về cơm trưa thì khá ít món, nhưng cách bày trí món ăn khá đẹp mắt, cũng có đủ món chính món phụ cho khách hang ăn kèm. Ngoài ra còn được tặng tráng miệng miễn phí cho khách hang chụp hình quán hay món ăn đăng lên FaceBook. 
+ Phục vụ: nhân viên dễ thương, phục vụ tận tình, trừ những lúc quán đông thì siêu khó để gọi một bạn nhân viên nào đó.",The Vinh Nguyen
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,7.4,"Món ăn ngon, nhân viên phục vụ tốt nhưng bảo vệ coi xe có trông vẻ không được bình thường, lúc vào không ghi thẻ xe nhưng lúc ra lại đòi thẻ xe và nhũng nhiễu, phiền hà mình rất nhiều.",진민 광
Dì Năm Sa Đéc - Hủ Tiếu (Hủ Tíu) & Bánh Tằm,https://www.foody.vn/ho-chi-minh/di-nam-sa-dec-hu-tieu-hu-tiu-banh-tam,4.2,Below average portion with ok taste. They double my Bill for a dish for my table ( this is not the first time i experienced this in vietnam),Ng Yuen Sim
